,"('A', 0)","('A', 1)","('O', 0)","('O', 1)","('R', 0)","('R', 1)"
96218,1,1,0,0,0,1
96219,0,1,1,0,0,2
96220,0,1,2,0,0,2
96221,1,1,0,0,0,1
96222,1,1,0,1,0,1
96223,0,1,2,0,0,2
96224,1,1,0,0,0,1
96225,1,1,1,0,0,1
96226,1,1,0,0,0,1
96227,1,1,1,0,0,1
96228,0,1,1,0,0,2
96229,0,1,2,0,0,2
96230,1,1,0,0,0,1
96231,1,1,0,0,0,1
96232,1,1,0,1,0,0
96233,1,0,0,2,0,0
96234,1,1,0,1,0,1
96235,1,1,0,1,0,1
96236,0,1,0,1,0,2
96237,0,1,2,0,0,2
96238,1,1,1,0,0,1
96239,0,1,2,1,0,2
96240,0,1,2,1,0,2
96241,0,1,2,0,0,2
96242,0,1,2,1,0,2
96243,1,1,1,0,0,1
96244,1,1,0,0,0,1
96245,1,1,0,0,0,1
96246,1,1,1,0,0,0
96247,1,1,0,0,0,1
96248,0,1,2,1,0,2
96249,1,1,0,1,0,1
96250,0,1,2,0,0,2
96251,0,1,0,1,0,2
96252,1,0,0,2,0,0
96253,0,1,2,0,0,2
96254,0,1,2,0,0,2
96255,0,1,2,0,0,2
96256,0,1,2,0,0,2
96257,1,1,0,0,0,1
96258,1,1,0,0,0,1
96259,0,1,2,0,0,2
96260,0,1,2,0,0,2
96261,0,1,2,0,0,2
96262,1,1,0,1,0,1
96263,1,1,0,0,0,1
96264,0,1,2,0,0,2
96265,1,1,0,0,0,1
96266,1,0,0,0,0,0
96267,0,1,0,0,0,2
96268,0,1,2,0,0,2
96269,0,1,2,0,0,2
96270,0,1,2,1,0,2
96271,1,0,0,2,0,0
96272,1,0,0,0,0,0
96273,0,1,2,1,0,2
96274,0,1,2,0,0,2
96275,1,1,1,0,0,1
96276,1,0,0,1,0,0
96277,0,1,2,0,0,2
96278,0,1,2,1,0,2
96279,0,1,2,0,0,2
96280,1,0,0,2,0,0
96281,0,1,2,1,0,2
96282,0,1,2,0,0,2
96283,1,1,1,0,0,1
96284,1,1,2,0,0,1
96285,0,1,2,1,0,2
96286,1,0,0,2,0,0
96287,0,1,2,0,0,2
96288,0,1,2,0,0,2
96289,0,1,2,0,0,2
96290,1,1,0,1,0,1
96291,1,1,0,0,0,1
96292,1,0,0,2,0,0
96293,0,1,2,1,0,2
96294,1,1,0,1,0,1
96295,1,1,0,1,0,0
96296,0,1,2,1,0,2
96297,0,1,0,0,0,2
96298,1,1,0,0,0,1
96299,0,1,2,1,0,2
96300,0,1,2,1,0,2
96301,1,0,1,2,0,0
96302,1,1,0,0,0,1
96303,1,1,0,1,0,1
96304,1,1,1,0,0,1
96305,0,1,2,0,0,2
96306,1,1,0,0,0,1
96307,0,1,2,0,0,2
96308,1,0,0,2,0,0
96309,1,0,2,2,0,0
96310,0,1,0,1,0,2
96311,1,1,0,0,0,0
96312,1,1,0,0,0,0
96313,0,1,0,0,0,2
96314,0,1,2,0,0,2
96315,0,1,2,2,0,2
96316,1,0,0,2,0,0
96317,1,1,1,0,0,1
96318,1,1,1,0,0,1
96319,1,0,0,2,0,0
96320,1,0,0,1,0,0
96321,1,1,1,1,0,1
96322,1,0,1,2,0,0
96323,0,1,2,1,0,2
96324,0,1,2,1,0,2
96325,1,1,1,1,0,0
96326,1,0,0,0,0,0
96327,0,1,2,0,0,2
96328,0,1,2,0,0,2
96329,1,1,1,0,0,0
96330,1,1,0,0,0,1
96331,1,1,1,0,0,0
96332,0,1,2,1,0,2
96333,0,1,2,0,0,2
96334,0,1,2,0,0,2
96335,0,1,0,0,0,2
96336,0,1,2,0,0,2
96337,0,1,2,0,0,2
96338,1,1,0,0,0,1
96339,1,1,1,0,0,0
96340,0,1,2,1,0,2
96341,1,1,0,0,0,0
96342,0,1,2,0,0,2
96343,0,1,0,1,0,2
96344,1,1,0,0,0,1
96345,0,1,2,0,0,2
96346,1,1,1,1,0,1
96347,1,0,1,2,0,0
96348,0,1,0,0,0,2
96349,0,1,2,0,0,2
96350,1,1,0,1,0,0
96351,1,1,0,1,0,0
96352,0,1,2,0,0,2
96353,0,1,2,0,0,2
96354,0,1,2,1,0,2
96355,0,1,2,0,0,2
96356,1,0,1,2,0,0
96357,0,1,2,1,0,2
96358,1,0,0,2,0,0
96359,0,1,2,0,0,2
96360,0,1,2,1,0,2
96361,0,1,1,1,0,2
96362,0,1,2,0,0,2
96363,0,1,2,0,0,2
96364,1,0,0,0,0,0
96365,1,0,1,2,0,0
96366,0,1,2,0,0,2
96367,0,1,2,0,0,2
96368,1,1,1,0,0,1
96369,0,1,2,0,0,2
96370,0,1,0,0,0,2
96371,1,1,1,0,0,1
96372,1,1,0,0,0,1
96373,0,1,2,0,0,2
96374,0,1,2,0,0,2
96375,1,1,0,0,0,0
96376,1,1,0,1,0,0
96377,1,0,0,2,0,0
96378,1,0,0,2,0,0
96379,0,1,2,1,0,2
96380,0,1,2,1,0,2
96381,1,1,0,0,0,1
96382,0,1,2,0,0,2
96383,1,0,1,0,0,0
96384,1,0,1,2,0,0
96385,1,1,0,0,0,1
96386,1,1,0,1,0,1
96387,0,1,2,0,0,2
96388,1,0,0,2,0,0
96389,1,0,0,2,0,0
96390,0,1,0,0,0,2
96391,0,1,2,0,0,2
96392,1,0,0,0,0,0
96393,0,1,0,1,0,2
96394,1,0,1,0,0,0
96395,1,0,0,0,0,0
96396,1,1,0,0,0,0
96397,0,1,2,0,0,2
96398,1,1,1,0,0,1
96399,0,1,2,0,0,2
96400,0,1,2,0,0,2
96401,0,1,0,0,0,2
96402,0,1,2,0,0,2
96403,0,1,2,0,0,2
96404,1,0,0,2,0,0
96405,1,0,0,2,0,0
96406,1,1,0,1,0,0
96407,0,1,2,1,0,2
96408,1,1,0,0,0,1
96409,0,1,0,0,0,2
96410,1,0,0,1,0,0
96411,1,0,1,2,0,0
96412,0,1,2,1,0,2
96413,1,1,0,0,0,1
96414,1,1,1,1,0,0
96415,1,1,1,2,0,1
96416,1,1,0,1,0,1
96417,0,1,0,0,0,2
96418,0,1,2,0,0,2
96419,0,1,2,0,0,2
96420,1,1,0,0,0,0
96421,0,1,2,0,0,2
96422,1,1,1,1,0,0
96423,1,0,0,2,0,0
96424,0,1,2,0,0,2
96425,0,1,2,1,0,2
96426,0,1,2,0,0,2
96427,0,1,0,0,0,2
96428,0,1,2,0,0,2
96429,1,1,0,0,0,1
96430,0,1,0,0,0,2
96431,1,1,0,2,0,0
96432,1,1,0,1,0,0
96433,1,1,1,1,0,0
96434,1,1,0,0,0,0
96435,0,1,2,1,0,2
96436,0,1,2,1,0,2
96437,0,1,2,0,0,2
96438,1,0,0,2,0,0
96439,1,0,0,0,0,0
96440,1,0,0,2,0,0
96441,1,1,0,1,0,1
96442,1,1,1,0,0,1
96443,1,1,0,1,0,0
96444,0,1,2,0,0,2
96445,0,1,2,0,0,2
96446,0,1,2,0,0,2
96447,1,1,1,0,0,0
96448,0,1,2,0,0,2
96449,1,1,0,1,0,0
96450,0,1,2,1,0,2
96451,1,1,0,0,0,1
96452,1,1,0,1,0,1
96453,1,1,0,0,0,1
96454,0,1,2,0,0,2
96455,0,1,0,1,0,2
96456,1,0,0,2,0,0
96457,1,1,1,0,0,1
96458,0,1,2,0,0,2
96459,1,1,0,1,0,1
96460,1,1,0,0,0,1
96461,0,1,1,0,0,2
96462,1,1,0,0,0,0
96463,0,1,2,1,0,2
96464,1,1,1,1,0,1
96465,0,1,0,0,0,2
96466,1,1,0,0,0,1
96467,1,1,1,0,0,1
96468,1,1,0,0,0,1
96469,1,1,0,0,0,0
96470,1,1,0,0,0,1
96471,1,0,0,2,0,0
96472,1,0,0,2,0,0
96473,0,1,0,0,0,2
96474,1,1,0,0,0,1
96475,1,1,0,1,0,1
96476,0,1,2,2,0,2
96477,0,1,2,0,0,2
96478,1,1,0,1,0,1
96479,0,1,2,1,0,2
96480,1,1,0,0,0,1
96481,1,1,0,0,0,1
96482,0,1,2,1,0,2
96483,0,1,2,0,0,2
96484,1,1,0,0,0,1
96485,0,1,2,1,0,2
96486,1,0,0,0,0,0
96487,1,1,0,0,0,1
96488,1,1,0,0,0,1
96489,0,1,2,1,0,2
96490,1,1,0,0,0,1
96491,1,0,0,1,0,0
96492,0,1,2,0,0,2
96493,0,1,2,0,0,2
96494,0,1,2,0,0,2
96495,1,0,0,2,0,0
96496,0,1,2,0,0,2
96497,0,1,0,0,0,2
96498,1,0,0,0,0,0
96499,0,1,2,1,0,2
96500,0,1,2,1,0,2
96501,0,1,0,0,0,2
96502,1,1,0,0,0,1
96503,0,1,2,0,0,2
96504,1,1,0,0,0,1
96505,0,1,2,1,0,2
96506,0,1,2,0,0,2
96507,0,1,2,0,0,2
96508,0,1,0,1,0,2
96509,1,0,0,2,0,0
96510,0,1,2,0,0,2
96511,1,1,2,1,0,1
96512,0,1,2,0,0,2
96513,1,1,0,0,0,1
96514,1,1,0,0,0,1
96515,0,1,2,0,0,2
96516,1,1,0,0,0,0
96517,1,1,1,1,0,0
96518,1,1,0,0,0,1
96519,0,1,2,1,0,2
96520,1,0,0,2,0,0
96521,1,1,1,1,0,1
96522,0,1,1,0,0,2
96523,1,0,0,2,0,0
96524,1,1,0,1,0,1
96525,1,1,1,1,0,1
96526,0,1,2,0,0,2
96527,1,1,0,1,0,1
96528,1,1,0,0,0,1
96529,1,0,0,2,0,0
96530,0,1,2,1,0,2
96531,1,0,0,2,0,0
96532,0,1,2,0,0,2
96533,1,0,0,2,0,0
96534,1,1,0,0,0,1
96535,0,1,2,0,0,2
96536,0,1,0,1,0,2
96537,0,1,2,0,0,2
96538,0,1,2,0,0,2
96539,0,1,2,0,0,2
96540,1,1,1,0,0,1
96541,0,1,2,0,0,2
96542,1,1,1,0,0,1
96543,1,0,1,0,0,0
96544,0,1,0,1,0,2
96545,0,1,2,0,0,2
96546,1,1,0,0,0,0
96547,1,1,0,0,0,1
96548,1,1,0,0,0,1
96549,0,1,2,1,0,2
96550,1,1,0,1,0,1
96551,0,1,2,1,0,2
96552,1,1,1,1,0,1
96553,1,1,0,0,0,0
96554,1,1,0,1,0,1
96555,0,1,2,0,0,2
96556,0,1,1,0,0,2
96557,0,1,2,1,0,2
96558,0,1,2,0,0,2
96559,1,1,0,0,0,1
96560,1,0,0,2,0,0
96561,0,1,2,0,0,2
96562,1,0,1,2,0,0
96563,1,1,1,0,0,0
96564,1,1,1,0,0,1
96565,1,1,1,1,0,1
96566,1,1,0,0,0,1
96567,1,1,0,0,0,1
96568,0,1,1,0,0,2
96569,1,0,0,2,0,0
96570,0,1,2,2,0,2
96571,1,1,1,1,0,1
96572,1,1,0,0,0,0
96573,0,1,1,1,0,2
96574,0,1,2,0,0,2
96575,1,1,1,0,0,0
96576,1,0,0,2,0,0
96577,0,1,1,1,0,2
96578,0,1,2,0,0,2
96579,1,0,0,2,0,0
96580,1,1,0,0,0,1
96581,1,1,0,1,0,0
96582,0,1,2,0,0,2
96583,0,1,2,1,0,2
96584,1,0,1,2,0,0
96585,1,1,0,0,0,0
96586,1,1,1,0,0,1
96587,0,1,2,0,0,2
96588,1,1,0,0,0,1
96589,1,0,1,2,0,0
96590,0,1,2,1,0,2
96591,1,1,1,0,0,1
96592,1,0,0,2,0,0
96593,0,1,2,1,0,2
96594,1,1,1,1,0,0
96595,1,1,0,0,0,0
96596,1,0,0,2,0,0
96597,0,1,2,0,0,2
96598,1,1,1,0,0,1
96599,0,1,0,0,0,2
96600,0,1,2,0,0,2
96601,1,1,0,0,0,1
96602,0,1,2,0,0,2
96603,0,1,2,1,0,2
96604,0,1,2,0,0,2
96605,0,1,2,0,0,2
96606,0,1,2,0,0,2
96607,0,1,2,0,0,2
96608,1,1,1,2,0,0
96609,0,1,2,0,0,2
96610,1,1,0,0,0,1
96611,1,1,0,0,0,1
96612,0,1,2,2,0,2
96613,1,1,0,1,0,1
96614,0,1,2,1,0,2
96615,0,1,1,1,0,2
96616,1,1,0,0,0,0
96617,0,1,0,0,0,2
96618,1,0,0,2,0,0
96619,0,1,0,0,0,2
96620,1,1,0,1,0,1
96621,1,1,0,1,0,0
96622,1,1,0,0,0,1
96623,0,1,2,0,0,2
96624,0,1,2,1,0,2
96625,1,1,2,0,0,1
96626,0,1,2,0,0,2
96627,0,1,2,0,0,2
96628,1,1,0,2,0,1
96629,1,1,0,0,0,1
96630,0,1,2,0,0,2
96631,1,0,1,2,0,0
96632,1,1,0,0,0,1
96633,0,1,2,1,0,2
96634,1,1,0,0,0,0
96635,1,0,1,2,0,0
96636,1,1,1,0,0,0
96637,0,1,2,0,0,2
96638,1,1,1,0,0,0
96639,1,1,0,1,0,1
96640,1,1,2,0,0,0
96641,1,1,1,0,0,1
96642,0,1,2,1,0,2
96643,0,1,2,0,0,2
96644,0,1,0,1,0,2
96645,1,0,0,0,0,0
96646,0,1,2,1,0,2
96647,1,1,0,0,0,1
96648,1,1,0,0,0,1
96649,1,1,0,0,0,0
96650,0,1,2,0,0,2
96651,0,1,2,0,0,2
96652,0,1,2,0,0,2
96653,0,1,2,0,0,2
96654,1,1,1,0,0,1
96655,1,1,0,1,0,0
96656,1,1,0,0,0,1
96657,1,1,0,1,0,0
96658,1,1,0,0,0,1
96659,0,1,2,0,0,2
96660,0,1,2,0,0,2
96661,1,1,0,0,0,1
96662,1,0,0,0,0,0
96663,0,1,2,0,0,2
96664,0,1,2,0,0,2
96665,0,1,2,0,0,2
96666,1,0,1,2,0,0
96667,1,1,0,1,0,1
96668,0,1,2,0,0,2
96669,1,0,0,2,0,0
96670,1,1,0,0,0,1
96671,0,1,2,1,0,2
96672,1,1,0,0,0,1
96673,1,1,0,0,0,1
96674,0,1,2,0,0,2
96675,0,1,2,0,0,2
96676,0,1,1,0,0,2
96677,1,0,0,2,0,0
96678,1,1,0,1,0,1
96679,1,1,1,0,0,1
96680,1,0,1,2,0,0
96681,1,1,0,0,0,0
96682,0,1,2,0,0,2
96683,1,1,2,0,0,1
96684,1,1,1,0,0,1
96685,1,1,1,0,0,0
96686,0,1,2,0,0,2
96687,0,1,2,1,0,2
96688,0,1,1,0,0,2
96689,0,1,0,0,0,2
96690,1,0,0,2,0,0
96691,0,1,2,2,0,2
96692,1,1,0,1,0,1
96693,1,0,0,0,0,0
96694,0,1,2,0,0,2
96695,0,1,2,0,0,2
96696,1,1,0,0,0,1
96697,0,1,2,0,0,2
96698,1,1,0,0,0,0
96699,1,0,2,2,0,0
96700,0,1,2,1,0,2
96701,1,1,1,1,0,1
96702,0,1,2,0,0,2
96703,1,0,0,2,0,0
96704,0,1,2,0,0,2
96705,1,1,0,0,0,1
96706,0,1,2,0,0,2
96707,1,1,1,0,0,1
96708,1,1,0,0,0,1
96709,0,1,2,1,0,2
96710,0,1,2,1,0,2
96711,0,1,0,1,0,2
96712,1,1,0,1,0,0
96713,0,1,1,1,0,2
96714,1,1,0,0,0,0
96715,1,1,0,0,0,1
96716,0,1,2,0,0,2
96717,1,1,0,0,0,0
96718,1,1,1,0,0,1
96719,1,1,0,1,0,1
96720,0,1,0,1,0,2
96721,0,1,2,1,0,2
96722,0,1,2,0,0,2
96723,0,1,2,0,0,2
96724,0,1,2,0,0,2
96725,0,1,1,1,0,2
96726,0,1,2,0,0,2
96727,0,1,0,1,0,2
96728,0,1,0,0,0,2
96729,0,1,0,0,0,2
96730,0,1,2,0,0,2
96731,1,1,0,1,0,1
96732,1,1,0,0,0,1
96733,0,1,2,0,0,2
96734,0,1,2,0,0,2
96735,1,1,0,0,0,0
96736,0,1,2,0,0,2
96737,0,1,2,2,0,2
96738,0,1,2,0,0,2
96739,1,1,0,0,0,1
96740,1,1,0,1,0,0
96741,1,1,0,2,0,1
96742,0,1,1,0,0,2
96743,1,0,0,2,0,0
96744,0,1,2,0,0,2
96745,1,1,0,1,0,1
96746,0,1,2,0,0,2
96747,1,1,1,2,0,1
96748,0,1,2,0,0,2
96749,1,1,0,0,0,1
96750,1,1,0,0,0,1
96751,1,0,0,0,0,0
96752,1,1,1,0,0,0
96753,1,1,0,0,0,1
96754,1,1,1,1,0,1
96755,1,1,0,0,0,1
96756,0,1,2,1,0,2
96757,1,0,1,1,0,0
96758,0,1,2,0,0,2
96759,0,1,2,0,0,2
96760,0,1,2,0,0,2
96761,1,0,0,2,0,0
96762,1,1,1,1,0,1
96763,0,1,2,0,0,2
96764,1,1,0,1,0,0
96765,0,1,2,0,0,2
96766,1,1,0,1,0,1
96767,0,1,2,0,0,2
96768,1,1,0,1,0,1
96769,0,1,2,1,0,2
96770,0,1,2,0,0,2
96771,0,1,2,0,0,2
96772,0,1,0,0,0,2
96773,0,1,2,0,0,2
96774,0,1,2,0,0,2
96775,0,1,2,1,0,2
96776,0,1,2,1,0,2
96777,0,1,2,0,0,2
96778,0,1,2,0,0,2
96779,1,1,1,0,0,1
96780,0,1,1,0,0,2
96781,1,1,0,0,0,0
96782,1,1,0,0,0,1
96783,0,1,0,0,0,2
96784,1,1,0,0,0,0
96785,1,1,0,0,0,1
96786,0,1,2,0,0,2
96787,1,1,0,0,0,0
96788,0,1,1,0,0,2
96789,1,1,1,0,0,1
96790,0,1,0,0,0,2
96791,1,1,1,0,0,0
96792,0,1,2,1,0,2
96793,0,1,2,1,0,2
96794,0,1,0,0,0,2
96795,1,1,0,0,0,0
96796,0,1,2,0,0,2
96797,0,1,0,0,0,2
96798,1,1,1,0,0,1
96799,0,1,2,1,0,2
96800,1,1,0,0,0,0
96801,1,1,0,0,0,1
96802,0,1,2,0,0,2
96803,0,1,1,1,0,2
96804,1,1,0,1,0,1
96805,0,1,2,0,0,2
96806,0,1,2,1,0,2
96807,1,0,0,2,0,0
96808,1,1,1,0,0,1
96809,1,1,0,0,0,1
96810,0,1,2,1,0,2
96811,0,1,2,1,0,2
96812,1,1,0,0,0,1
96813,1,1,0,0,0,1
96814,1,1,1,0,0,0
96815,0,1,2,1,0,2
96816,0,1,0,0,0,2
96817,0,1,2,0,0,2
96818,0,1,2,0,0,2
96819,0,1,2,1,0,2
96820,0,1,2,1,0,2
96821,0,1,2,0,0,2
96822,1,1,0,0,0,0
96823,1,1,2,0,0,0
96824,1,1,0,0,0,1
96825,0,1,2,0,0,2
96826,1,1,0,0,0,1
96827,0,1,1,0,0,2
96828,1,1,0,1,0,1
96829,1,1,1,0,0,1
96830,1,1,0,1,0,0
96831,0,1,2,0,0,2
96832,1,0,1,2,0,0
96833,1,0,0,2,0,0
96834,0,1,2,0,0,2
96835,0,1,2,0,0,2
96836,1,0,0,2,0,0
96837,1,1,0,0,0,1
96838,1,1,0,0,0,1
96839,1,1,0,0,0,1
96840,1,0,0,2,0,0
96841,1,1,0,0,0,1
96842,1,1,1,0,0,0
96843,1,1,0,0,0,0
96844,0,1,2,1,0,2
96845,0,1,0,0,0,2
96846,0,1,2,0,0,2
96847,1,1,0,1,0,0
96848,0,1,2,0,0,2
96849,1,0,1,2,0,0
96850,0,1,1,0,0,2
96851,0,1,2,0,0,2
96852,0,1,1,0,0,2
96853,0,1,2,0,0,2
96854,0,1,2,0,0,2
96855,1,1,0,0,0,1
96856,0,1,2,0,0,2
96857,1,1,0,0,0,0
96858,0,1,2,0,0,2
96859,0,1,2,0,0,2
96860,0,1,2,1,0,2
96861,1,0,1,2,0,0
96862,1,1,0,0,0,1
96863,1,1,1,1,0,1
96864,0,1,2,1,0,2
96865,1,1,0,0,0,1
96866,0,1,2,1,0,2
96867,0,1,2,0,0,2
96868,0,1,2,1,0,2
96869,0,1,1,1,0,2
96870,0,1,2,1,0,2
96871,1,1,1,0,0,1
96872,0,1,2,2,0,2
96873,0,1,2,0,0,2
96874,0,1,2,1,0,2
96875,1,1,0,1,0,1
96876,1,1,0,0,0,1
96877,1,1,0,0,0,0
96878,0,1,2,0,0,2
96879,1,1,0,0,0,1
96880,0,1,2,0,0,2
96881,0,1,2,0,0,2
96882,1,0,0,2,0,0
96883,1,1,1,0,0,1
96884,0,1,2,0,0,2
96885,0,1,2,0,0,2
96886,1,1,0,0,0,1
96887,0,1,2,1,0,2
96888,1,1,0,1,0,1
96889,1,1,0,0,0,0
96890,0,1,2,0,0,2
96891,0,1,2,0,0,2
96892,0,1,2,1,0,2
96893,1,0,0,2,0,0
96894,1,0,0,2,0,0
96895,1,1,0,1,0,1
96896,0,1,2,0,0,2
96897,0,1,2,0,0,2
96898,0,1,0,1,0,2
96899,1,1,0,0,0,1
96900,0,1,2,0,0,2
96901,1,0,0,2,0,0
96902,0,1,2,2,0,2
96903,1,1,0,0,0,1
96904,0,1,2,0,0,2
96905,1,1,0,0,0,0
96906,0,1,2,0,0,2
96907,0,1,2,0,0,2
96908,0,1,2,2,0,2
96909,1,1,0,1,0,1
96910,0,1,2,0,0,2
96911,0,1,0,1,0,2
96912,1,0,0,2,0,0
96913,0,1,2,0,0,2
96914,0,1,2,0,0,2
96915,1,1,1,1,0,1
96916,1,1,2,1,0,1
96917,1,0,0,2,0,0
96918,0,1,2,2,0,2
96919,0,1,2,0,0,2
96920,1,0,1,0,0,0
96921,0,1,2,0,0,2
96922,1,1,0,0,0,0
96923,1,0,0,2,0,0
96924,1,1,0,1,0,1
96925,1,0,0,2,0,0
96926,1,1,1,0,0,1
96927,1,1,1,1,0,0
96928,0,1,2,0,0,2
96929,0,1,2,1,0,2
96930,1,1,0,1,0,1
96931,0,1,2,0,0,2
96932,1,1,0,1,0,1
96933,1,1,0,1,0,0
96934,0,1,2,1,0,2
96935,0,1,2,0,0,2
96936,0,1,2,0,0,2
96937,1,0,0,0,0,0
96938,1,0,1,0,0,0
96939,0,1,0,2,0,2
96940,0,1,2,0,0,2
96941,1,1,1,0,0,1
96942,1,1,1,0,0,0
96943,0,1,0,0,0,2
96944,0,1,2,1,0,2
96945,1,0,0,2,0,0
96946,0,1,2,0,0,2
96947,0,1,2,0,0,2
96948,0,1,2,1,0,2
96949,0,1,2,0,0,2
96950,1,1,0,0,0,1
96951,1,1,1,1,0,1
96952,1,0,0,2,0,0
96953,0,1,2,1,0,2
96954,0,1,2,1,0,2
96955,1,1,0,0,0,0
96956,0,1,2,1,0,2
96957,0,1,2,0,0,2
96958,0,1,2,0,0,2
96959,1,1,1,1,0,1
96960,1,1,0,0,0,1
96961,1,1,0,2,0,1
96962,1,0,1,2,0,0
96963,0,1,2,1,0,2
96964,1,1,1,0,0,1
96965,0,1,2,0,0,2
96966,1,1,0,0,0,1
96967,1,1,0,0,0,1
96968,1,1,0,0,0,0
96969,1,1,0,0,0,1
96970,1,1,0,1,0,1
96971,0,1,2,0,0,2
96972,1,1,0,0,0,1
96973,1,1,0,0,0,1
96974,0,1,2,0,0,2
96975,0,1,2,0,0,2
96976,1,1,0,0,0,1
96977,0,1,2,0,0,2
96978,1,1,0,0,0,1
96979,0,1,0,1,0,2
96980,0,1,0,0,0,2
96981,1,1,0,0,0,1
96982,0,1,2,0,0,2
96983,0,1,2,0,0,2
96984,0,1,2,0,0,2
96985,0,1,2,0,0,2
96986,0,1,2,0,0,2
96987,0,1,0,0,0,2
96988,0,1,1,0,0,2
96989,0,1,2,0,0,2
96990,1,1,0,0,0,1
96991,1,1,0,0,0,1
96992,0,1,2,0,0,2
96993,0,1,0,0,0,2
96994,1,1,0,0,0,1
96995,0,1,1,0,0,2
96996,0,1,2,1,0,2
96997,0,1,2,1,0,2
96998,1,1,0,0,0,1
96999,0,1,2,0,0,2
97000,1,1,0,1,0,1
97001,0,1,2,0,0,2
97002,1,1,0,0,0,0
97003,0,1,2,0,0,2
97004,1,1,1,0,0,0
97005,1,1,1,0,0,1
97006,1,1,0,0,0,1
97007,1,1,0,0,0,0
97008,1,0,0,2,0,0
97009,0,1,2,0,0,2
97010,0,1,0,1,0,2
97011,1,0,1,2,0,0
97012,0,1,2,0,0,2
97013,0,1,2,0,0,2
97014,0,1,2,0,0,2
97015,0,1,2,0,0,2
97016,0,1,2,0,0,2
97017,0,1,2,1,0,2
97018,1,1,0,0,0,1
97019,1,1,0,1,0,0
97020,1,1,1,1,0,1
97021,0,1,2,2,0,2
97022,1,1,1,1,0,1
97023,1,1,0,0,0,1
97024,0,1,2,1,0,2
97025,1,1,1,0,0,0
97026,1,1,0,1,0,1
97027,1,0,0,2,0,0
97028,0,1,2,0,0,2
97029,0,1,2,0,0,2
97030,1,1,1,1,0,1
97031,0,1,2,1,0,2
97032,0,1,2,0,0,2
97033,1,0,1,2,0,0
97034,0,1,2,0,0,2
97035,1,1,1,1,0,1
97036,0,1,2,0,0,2
97037,1,1,0,0,0,0
97038,0,1,1,0,0,2
97039,0,1,2,0,0,2
97040,1,0,0,2,0,0
97041,0,1,2,0,0,2
97042,1,1,0,1,0,1
97043,1,1,0,0,0,1
97044,1,0,0,2,0,0
97045,1,1,0,0,0,1
97046,1,1,0,0,0,0
97047,0,1,2,0,0,2
97048,0,1,2,0,0,2
97049,0,1,2,0,0,2
97050,0,1,0,0,0,2
97051,0,1,2,0,0,2
97052,0,1,2,1,0,2
97053,0,1,2,0,0,2
97054,0,1,0,0,0,2
97055,1,0,0,2,0,0
97056,1,0,1,2,0,0
97057,0,1,0,1,0,2
97058,1,1,0,0,0,1
97059,0,1,2,1,0,2
97060,1,1,1,1,0,1
97061,0,1,2,0,0,2
97062,1,1,1,0,0,1
97063,1,0,0,2,0,0
97064,1,0,0,2,0,0
97065,1,1,0,0,0,1
97066,0,1,2,1,0,2
97067,0,1,2,0,0,2
97068,0,1,2,0,0,2
97069,0,1,0,0,0,2
97070,0,1,2,0,0,2
97071,1,0,0,2,0,0
97072,1,0,1,2,0,0
97073,1,1,1,0,0,0
97074,1,1,1,0,0,1
97075,0,1,2,0,0,2
97076,1,1,0,0,0,0
97077,0,1,2,0,0,2
97078,0,1,2,1,0,2
97079,0,1,2,1,0,2
97080,0,1,2,0,0,2
97081,0,1,2,0,0,2
97082,0,1,1,1,0,2
97083,1,1,0,0,0,0
97084,1,0,0,2,0,0
97085,0,1,2,0,0,2
97086,0,1,2,0,0,2
97087,0,1,2,0,0,2
97088,1,0,0,2,0,0
97089,0,1,2,1,0,2
97090,1,1,0,1,0,1
97091,1,1,0,0,0,1
97092,0,1,2,0,0,2
97093,0,1,2,0,0,2
97094,1,1,0,0,0,1
97095,0,1,2,0,0,2
97096,0,1,1,1,0,2
97097,1,0,0,2,0,0
97098,1,0,0,2,0,0
97099,1,1,0,1,0,0
97100,0,1,2,0,0,2
97101,0,1,0,0,0,2
97102,1,1,0,0,0,0
97103,1,1,0,0,0,1
97104,1,1,0,1,0,0
97105,1,1,0,0,0,1
97106,1,1,0,0,0,1
97107,1,1,0,0,0,1
97108,0,1,2,0,0,2
97109,1,1,0,1,0,1
97110,1,1,0,0,0,1
97111,0,1,2,1,0,2
97112,1,1,0,1,0,1
97113,0,1,2,0,0,2
97114,0,1,0,1,0,2
97115,0,1,2,0,0,2
97116,0,1,2,1,0,2
97117,0,1,2,0,0,2
97118,1,0,1,0,0,0
97119,1,1,0,0,0,1
97120,1,0,0,0,0,0
97121,1,1,0,0,0,1
97122,1,1,1,1,0,0
97123,1,1,0,1,0,0
97124,1,1,1,0,0,1
97125,0,1,0,0,0,2
97126,0,1,1,0,0,2
97127,1,1,1,0,0,0
97128,1,1,1,0,0,1
97129,0,1,2,1,0,2
97130,1,1,0,1,0,1
97131,1,0,1,2,0,0
97132,1,1,0,0,0,1
97133,1,1,1,1,0,0
97134,0,1,0,0,0,2
97135,0,1,2,1,0,2
97136,0,1,2,0,0,2
97137,0,1,2,0,0,2
97138,0,1,2,0,0,2
97139,0,1,0,0,0,2
97140,1,1,0,1,0,0
97141,0,1,2,0,0,2
97142,1,1,1,0,0,1
97143,1,1,0,0,0,1
97144,1,1,1,2,0,1
97145,0,1,2,0,0,2
97146,1,1,1,0,0,1
97147,0,1,2,1,0,2
